"Sex","Month","Sub_occupation","Employment_status","Count","Main_occupation"
"Males",1994 Feb,"Food Preparation Assistants","Full time",23.47328577,"Labourers"
"Males",1994 Feb,"Food Preparation Assistants","Part time",24.50343578,"Labourers"
"Males",1994 Feb,"Food Trades Workers","Full time",62.15226556,"Technicians and Trades Workers"
"Males",1994 Feb,"Food Trades Workers","Part time",5.03149859,"Technicians and Trades Workers"
"Males",1994 Feb,"General Clerical Workers","Full time",37.81717653,"Clerical and Administrative Workers"
"Males",1994 Feb,"General Clerical Workers","Part time",2.76977361,"Clerical and Administrative Workers"
"Males",1994 Feb,"Health Professionals","Full time",64.87555999,"Professionals"
"Males",1994 Feb,"Health Professionals","Part time",8.4612553,"Professionals"
"Males",1994 Feb,"Health and Welfare Support Workers","Full time",16.85088899,"Community and Personal Service Workers"
"Males",1994 Feb,"Health and Welfare Support Workers","Part time",1.98676075,"Community and Personal Service Workers"
"Males",1994 Feb,"Hospitality Workers","Full time",23.73580117,"Community and Personal Service Workers"
"Males",1994 Feb,"Hospitality Workers","Part time",20.84858503,"Community and Personal Service Workers"
"Males",1994 Feb,"Hospitality, Retail and Service Managers","Full time",209.929899,"Managers"
"Males",1994 Feb,"Hospitality, Retail and Service Managers","Part time",15.81777641,"Managers"
"Males",1994 Feb,"ICT Professionals","Full time",65.20476878,"Professionals"
"Males",1994 Feb,"ICT Professionals","Part time",1.78414869,"Professionals"
"Males",1994 Feb,"Inquiry Clerks and Receptionists","Full time",24.56120214,"Clerical and Administrative Workers"
"Males",1994 Feb,"Inquiry Clerks and Receptionists","Part time",5.2778269,"Clerical and Administrative Workers"
"Males",1994 Feb,"Legal, Social and Welfare Professionals","Full time",52.54764828,"Professionals"
"Males",1994 Feb,"Legal, Social and Welfare Professionals","Part time",4.1574102,"Professionals"
"Males",1994 Feb,"Machine and Stationary Plant Operators","Full time",139.26378636,"Machinery Operators and Drivers"
"Males",1994 Feb,"Machine and Stationary Plant Operators","Part time",3.98749675,"Machinery Operators and Drivers"
"Males",1994 Feb,"Mobile Plant Operators","Full time",83.87088228,"Machinery Operators and Drivers"
"Males",1994 Feb,"Mobile Plant Operators","Part time",5.39738284,"Machinery Operators and Drivers"
"Males",1994 Feb,"Numerical Clerks","Full time",84.02202943,"Clerical and Administrative Workers"
"Males",1994 Feb,"Numerical Clerks","Part time",5.06838646,"Clerical and Administrative Workers"
"Males",1994 Feb,"Office Managers and Program Administrators","Full time",22.02371541,"Clerical and Administrative Workers"
"Males",1994 Feb,"Office Managers and Program Administrators","Part time",1.37433257,"Clerical and Administrative Workers"
"Males",1994 Feb,"Other Clerical and Administrative Workers","Full time",90.48732998,"Sales Workers"
"Males",1994 Feb,"Other Clerical and Administrative Workers","Part time",4.5103274,"Sales Workers"
"Males",1994 Feb,"Other Labourers","Full time",94.85434792,"Labourers"
"Males",1994 Feb,"Other Labourers","Part time",28.59857719,"Labourers"
"Males",1994 Feb,"Other Technicians and Trades Workers","Full time",111.715348,"Technicians and Trades Workers"
"Males",1994 Feb,"Other Technicians and Trades Workers","Part time",3.67723109,"Technicians and Trades Workers"
"Males",1994 Feb,"Personal Assistants and Secretaries","Full time",9.28020663,"Clerical and Administrative Workers"
"Males",1994 Feb,"Personal Assistants and Secretaries","Part time",0.65380826,"Clerical and Administrative Workers"
"Males",1994 Feb,"Protective Service Workers","Full time",77.23814739,"Community and Personal Service Workers"
"Males",1994 Feb,"Protective Service Workers","Part time",4.58292249,"Community and Personal Service Workers"
"Males",1994 Feb,"Road and Rail Drivers","Full time",189.65771241,"Machinery Operators and Drivers"
"Males",1994 Feb,"Road and Rail Drivers","Part time",22.98345025,"Machinery Operators and Drivers"
"Males",1994 Feb,"Sales Assistants and Salespersons","Full time",117.64742105,"Sales Workers"
"Males",1994 Feb,"Sales Assistants and Salespersons","Part time",45.68585925,"Sales Workers"
"Males",1994 Feb,"Sales Representatives and Agents","Full time",95.49460792,"Sales Workers"
"Males",1994 Feb,"Sales Representatives and Agents","Part time",4.94529105,"Sales Workers"
"Males",1994 Feb,"Sales Support Workers","Full time",20.52721763,"Sales Workers"
"Males",1994 Feb,"Sales Support Workers","Part time",12.48379598,"Sales Workers"
"Males",1994 Feb,"Skilled Animal and Horticultural Workers","Full time",52.0225623,"Technicians and Trades Workers"
"Males",1994 Feb,"Skilled Animal and Horticultural Workers","Part time",12.35039221,"Technicians and Trades Workers"
"Males",1994 Feb,"Specialist Managers","Full time",250.69990899,"Managers"
"Males",1994 Feb,"Specialist Managers","Part time",9.97705034,"Managers"
"Males",1994 Feb,"Sports and Personal Service Workers","Full time",17.82993923,"Community and Personal Service Workers"
"Males",1994 Feb,"Sports and Personal Service Workers","Part time",8.87853859,"Community and Personal Service Workers"
"Males",1994 Feb,"Storepersons","Full time",35.43623805,"Machinery Operators and Drivers"
"Males",1994 Feb,"Storepersons","Part time",9.67851875,"Machinery Operators and Drivers"
"Males",1994 May,"Arts and Media Professionals","Full time",28.74236478,"Professionals"
"Males",1994 May,"Arts and Media Professionals","Part time",7.11242448,"Professionals"
"Males",1994 May,"Automotive and Engineering Trades Workers","Full time",331.87554856,"Technicians and Trades Workers"
"Males",1994 May,"Automotive and Engineering Trades Workers","Part time",8.17609711,"Technicians and Trades Workers"
"Males",1994 May,"Business, Human Resource and Marketing Professionals","Full time",166.3406515,"Professionals"
"Males",1994 May,"Business, Human Resource and Marketing Professionals","Part time",8.89617212,"Professionals"
"Males",1994 May,"Carers and Aides","Full time",12.41509036,"Community and Personal Service Workers"
"Males",1994 May,"Carers and Aides","Part time",6.15891809,"Community and Personal Service Workers"
"Males",1994 May,"Chief Executives, General Managers and Legislators","Full time",32.55264035,"Managers"
"Males",1994 May,"Chief Executives, General Managers and Legislators","Part time",1.41849508,"Managers"
"Males",1994 May,"Cleaners and Laundry Workers","Full time",56.59595985,"Labourers"
"Males",1994 May,"Cleaners and Laundry Workers","Part time",34.3194713,"Labourers"
"Males",1994 May,"Clerical and Office Support Workers","Full time",54.3537009,"Sales Workers"
"Males",1994 May,"Clerical and Office Support Workers","Part time",5.85878334,"Sales Workers"
"Males",1994 May,"Construction Trades Workers","Full time",230.20574983,"Technicians and Trades Workers"
"Males",1994 May,"Construction Trades Workers","Part time",17.97008747,"Technicians and Trades Workers"
"Males",1994 May,"Construction and Mining Labourers","Full time",103.92605247,"Labourers"
"Males",1994 May,"Construction and Mining Labourers","Part time",9.40885341,"Labourers"
"Males",1994 May,"Design, Engineering, Science and Transport Professionals","Full time",154.08740354,"Professionals"
"Males",1994 May,"Design, Engineering, Science and Transport Professionals","Part time",7.73701071,"Professionals"
"Males",1994 May,"Education Professionals","Full time",108.20356608,"Professionals"
"Males",1994 May,"Education Professionals","Part time",18.49069972,"Professionals"
"Males",1994 May,"Electrotechnology and Telecommunications Trades Workers","Full time",146.10327798,"Technicians and Trades Workers"
"Males",1994 May,"Electrotechnology and Telecommunications Trades Workers","Part time",4.77694378,"Technicians and Trades Workers"
"Males",1994 May,"Engineering, ICT and Science Technicians","Full time",100.06239224,"Technicians and Trades Workers"
"Males",1994 May,"Engineering, ICT and Science Technicians","Part time",2.82643782,"Technicians and Trades Workers"
"Males",1994 May,"Factory Process Workers","Full time",151.90238442,"Labourers"
"Males",1994 May,"Factory Process Workers","Part time",14.77565357,"Labourers"
"Males",1994 May,"Farm, Forestry and Garden Workers","Full time",82.54223712,"Labourers"
"Males",1994 May,"Farm, Forestry and Garden Workers","Part time",22.44693786,"Labourers"
"Males",1994 May,"Farmers and Farm Managers","Full time",148.56829261,"Managers"
"Males",1994 May,"Farmers and Farm Managers","Part time",9.87544592,"Managers"
"Males",1994 May,"Food Preparation Assistants","Full time",19.9168987,"Labourers"
"Males",1994 May,"Food Preparation Assistants","Part time",27.15615467,"Labourers"
"Males",1994 May,"Food Trades Workers","Full time",69.36366149,"Technicians and Trades Workers"
"Males",1994 May,"Food Trades Workers","Part time",7.33757464,"Technicians and Trades Workers"
"Males",1994 May,"General Clerical Workers","Full time",39.22370475,"Clerical and Administrative Workers"
"Males",1994 May,"General Clerical Workers","Part time",2.51710608,"Clerical and Administrative Workers"
"Males",1994 May,"Health Professionals","Full time",64.13403138,"Professionals"
"Males",1994 May,"Health Professionals","Part time",6.48473236,"Professionals"
"Males",1994 May,"Health and Welfare Support Workers","Full time",16.98634227,"Community and Personal Service Workers"
"Males",1994 May,"Health and Welfare Support Workers","Part time",1.86644036,"Community and Personal Service Workers"
"Males",1994 May,"Hospitality Workers","Full time",22.46310311,"Community and Personal Service Workers"
"Males",1994 May,"Hospitality Workers","Part time",18.89766954,"Community and Personal Service Workers"
"Males",1994 May,"Hospitality, Retail and Service Managers","Full time",212.69090675,"Managers"
"Males",1994 May,"Hospitality, Retail and Service Managers","Part time",17.54590239,"Managers"
"Males",1994 May,"ICT Professionals","Full time",69.35293979,"Professionals"
"Males",1994 May,"ICT Professionals","Part time",2.39982007,"Professionals"
"Males",1994 May,"Inquiry Clerks and Receptionists","Full time",27.64650893,"Clerical and Administrative Workers"
"Males",1994 May,"Inquiry Clerks and Receptionists","Part time",4.26054767,"Clerical and Administrative Workers"
"Males",1994 May,"Legal, Social and Welfare Professionals","Full time",51.62335446,"Professionals"
"Males",1994 May,"Legal, Social and Welfare Professionals","Part time",4.32344774,"Professionals"
"Males",1994 May,"Machine and Stationary Plant Operators","Full time",143.01616614,"Machinery Operators and Drivers"
"Males",1994 May,"Machine and Stationary Plant Operators","Part time",4.10474287,"Machinery Operators and Drivers"
"Males",1994 May,"Mobile Plant Operators","Full time",83.52106795,"Machinery Operators and Drivers"
"Males",1994 May,"Mobile Plant Operators","Part time",3.11942598,"Machinery Operators and Drivers"
"Males",1994 May,"Numerical Clerks","Full time",87.27094035,"Clerical and Administrative Workers"
"Males",1994 May,"Numerical Clerks","Part time",4.65325185,"Clerical and Administrative Workers"
"Males",1994 May,"Office Managers and Program Administrators","Full time",23.22524079,"Clerical and Administrative Workers"
"Males",1994 May,"Office Managers and Program Administrators","Part time",1.45772033,"Clerical and Administrative Workers"
"Males",1994 May,"Other Clerical and Administrative Workers","Full time",90.29122776,"Sales Workers"
"Males",1994 May,"Other Clerical and Administrative Workers","Part time",4.11183437,"Sales Workers"
"Males",1994 May,"Other Labourers","Full time",98.55869693,"Labourers"
"Males",1994 May,"Other Labourers","Part time",31.6450295,"Labourers"
"Males",1994 May,"Other Technicians and Trades Workers","Full time",113.94297217,"Technicians and Trades Workers"
"Males",1994 May,"Other Technicians and Trades Workers","Part time",7.7197559,"Technicians and Trades Workers"
"Males",1994 May,"Personal Assistants and Secretaries","Full time",10.31344327,"Clerical and Administrative Workers"
"Males",1994 May,"Personal Assistants and Secretaries","Part time",1.68257743,"Clerical and Administrative Workers"
"Males",1994 May,"Protective Service Workers","Full time",79.10683059,"Community and Personal Service Workers"
"Males",1994 May,"Protective Service Workers","Part time",4.85037697,"Community and Personal Service Workers"
"Males",1994 May,"Road and Rail Drivers","Full time",186.61536015,"Machinery Operators and Drivers"
"Males",1994 May,"Road and Rail Drivers","Part time",23.18290397,"Machinery Operators and Drivers"
"Males",1994 May,"Sales Assistants and Salespersons","Full time",123.86174946,"Sales Workers"
"Males",1994 May,"Sales Assistants and Salespersons","Part time",54.90220935,"Sales Workers"
"Males",1994 May,"Sales Representatives and Agents","Full time",94.88554284,"Sales Workers"
"Males",1994 May,"Sales Representatives and Agents","Part time",4.49142294,"Sales Workers"
"Males",1994 May,"Sales Support Workers","Full time",20.57884366,"Sales Workers"
"Males",1994 May,"Sales Support Workers","Part time",12.46470456,"Sales Workers"
"Males",1994 May,"Skilled Animal and Horticultural Workers","Full time",57.895857,"Technicians and Trades Workers"
"Males",1994 May,"Skilled Animal and Horticultural Workers","Part time",11.02189935,"Technicians and Trades Workers"
"Males",1994 May,"Specialist Managers","Full time",261.54358323,"Managers"
"Males",1994 May,"Specialist Managers","Part time",7.95289906,"Managers"
"Males",1994 May,"Sports and Personal Service Workers","Full time",17.46331402,"Community and Personal Service Workers"
"Males",1994 May,"Sports and Personal Service Workers","Part time",10.20611262,"Community and Personal Service Workers"
"Males",1994 May,"Storepersons","Full time",38.30113961,"Machinery Operators and Drivers"
"Males",1994 May,"Storepersons","Part time",11.16185033,"Machinery Operators and Drivers"
"Males",1994 Aug,"Arts and Media Professionals","Full time",27.7768461,"Professionals"
"Males",1994 Aug,"Arts and Media Professionals","Part time",7.98408891,"Professionals"
"Males",1994 Aug,"Automotive and Engineering Trades Workers","Full time",329.77372543,"Technicians and Trades Workers"
"Males",1994 Aug,"Automotive and Engineering Trades Workers","Part time",7.59430376,"Technicians and Trades Workers"
"Males",1994 Aug,"Business, Human Resource and Marketing Professionals","Full time",166.04789383,"Professionals"
"Males",1994 Aug,"Business, Human Resource and Marketing Professionals","Part time",10.69921777,"Professionals"
"Males",1994 Aug,"Carers and Aides","Full time",11.92610921,"Community and Personal Service Workers"
"Males",1994 Aug,"Carers and Aides","Part time",5.51291888,"Community and Personal Service Workers"
"Males",1994 Aug,"Chief Executives, General Managers and Legislators","Full time",36.58805365,"Managers"
"Males",1994 Aug,"Chief Executives, General Managers and Legislators","Part time",2.21433999,"Managers"
"Males",1994 Aug,"Cleaners and Laundry Workers","Full time",58.26939689,"Labourers"
"Males",1994 Aug,"Cleaners and Laundry Workers","Part time",38.24217968,"Labourers"
"Males",1994 Aug,"Clerical and Office Support Workers","Full time",49.54775727,"Sales Workers"
"Males",1994 Aug,"Clerical and Office Support Workers","Part time",6.86371252,"Sales Workers"
"Males",1994 Aug,"Construction Trades Workers","Full time",244.9662173,"Technicians and Trades Workers"
"Males",1994 Aug,"Construction Trades Workers","Part time",15.78480432,"Technicians and Trades Workers"
"Males",1994 Aug,"Construction and Mining Labourers","Full time",90.29414082,"Labourers"
"Males",1994 Aug,"Construction and Mining Labourers","Part time",11.9534165,"Labourers"
"Males",1994 Aug,"Design, Engineering, Science and Transport Professionals","Full time",161.96953355,"Professionals"
"Males",1994 Aug,"Design, Engineering, Science and Transport Professionals","Part time",7.29474487,"Professionals"
"Males",1994 Aug,"Education Professionals","Full time",116.61984521,"Professionals"
"Males",1994 Aug,"Education Professionals","Part time",16.07848369,"Professionals"
"Males",1994 Aug,"Electrotechnology and Telecommunications Trades Workers","Full time",147.13916385,"Technicians and Trades Workers"
"Males",1994 Aug,"Electrotechnology and Telecommunications Trades Workers","Part time",5.45821301,"Technicians and Trades Workers"
"Males",1994 Aug,"Engineering, ICT and Science Technicians","Full time",101.56671893,"Technicians and Trades Workers"
"Males",1994 Aug,"Engineering, ICT and Science Technicians","Part time",2.4115996,"Technicians and Trades Workers"
"Males",1994 Aug,"Factory Process Workers","Full time",141.46096319,"Labourers"
"Males",1994 Aug,"Factory Process Workers","Part time",20.78594808,"Labourers"
"Males",1994 Aug,"Farm, Forestry and Garden Workers","Full time",73.665959,"Labourers"
"Males",1994 Aug,"Farm, Forestry and Garden Workers","Part time",25.58416114,"Labourers"
"Males",1994 Aug,"Farmers and Farm Managers","Full time",152.87897145,"Managers"
"Males",1994 Aug,"Farmers and Farm Managers","Part time",6.71107102,"Managers"
"Males",1994 Aug,"Food Preparation Assistants","Full time",21.68970175,"Labourers"
"Males",1994 Aug,"Food Preparation Assistants","Part time",26.66387988,"Labourers"
"Males",1994 Aug,"Food Trades Workers","Full time",70.63895682,"Technicians and Trades Workers"
"Males",1994 Aug,"Food Trades Workers","Part time",7.18897579,"Technicians and Trades Workers"
"Males",1994 Aug,"General Clerical Workers","Full time",38.02085614,"Clerical and Administrative Workers"
"Males",1994 Aug,"General Clerical Workers","Part time",3.46374599,"Clerical and Administrative Workers"
"Males",1994 Aug,"Health Professionals","Full time",66.31920994,"Professionals"
"Males",1994 Aug,"Health Professionals","Part time",7.46753054,"Professionals"
"Males",1994 Aug,"Health and Welfare Support Workers","Full time",15.4329086,"Community and Personal Service Workers"
"Males",1994 Aug,"Health and Welfare Support Workers","Part time",3.12176313,"Community and Personal Service Workers"
"Males",1994 Aug,"Hospitality Workers","Full time",20.92099544,"Community and Personal Service Workers"
"Males",1994 Aug,"Hospitality Workers","Part time",23.77569502,"Community and Personal Service Workers"
"Males",1994 Aug,"Hospitality, Retail and Service Managers","Full time",214.63384901,"Managers"
"Males",1994 Aug,"Hospitality, Retail and Service Managers","Part time",15.9569594,"Managers"
"Males",1994 Aug,"ICT Professionals","Full time",72.83157206,"Professionals"
"Males",1994 Aug,"ICT Professionals","Part time",3.06255092,"Professionals"
"Males",1994 Aug,"Inquiry Clerks and Receptionists","Full time",24.99506658,"Clerical and Administrative Workers"
"Males",1994 Aug,"Inquiry Clerks and Receptionists","Part time",4.54222863,"Clerical and Administrative Workers"
"Males",1994 Aug,"Legal, Social and Welfare Professionals","Full time",51.85842858,"Professionals"
"Males",1994 Aug,"Legal, Social and Welfare Professionals","Part time",4.42811482,"Professionals"
"Males",1994 Aug,"Machine and Stationary Plant Operators","Full time",145.54395507,"Machinery Operators and Drivers"
"Males",1994 Aug,"Machine and Stationary Plant Operators","Part time",4.85094051,"Machinery Operators and Drivers"
"Males",1994 Aug,"Mobile Plant Operators","Full time",91.5583641,"Machinery Operators and Drivers"
"Males",1994 Aug,"Mobile Plant Operators","Part time",3.76817603,"Machinery Operators and Drivers"
"Males",1994 Aug,"Numerical Clerks","Full time",83.00214868,"Clerical and Administrative Workers"
"Males",1994 Aug,"Numerical Clerks","Part time",6.01607757,"Clerical and Administrative Workers"
"Males",1994 Aug,"Office Managers and Program Administrators","Full time",22.67922848,"Clerical and Administrative Workers"
"Males",1994 Aug,"Office Managers and Program Administrators","Part time",1.02524807,"Clerical and Administrative Workers"
"Males",1994 Aug,"Other Clerical and Administrative Workers","Full time",88.27318526,"Sales Workers"
"Males",1994 Aug,"Other Clerical and Administrative Workers","Part time",5.40734168,"Sales Workers"
"Males",1994 Aug,"Other Labourers","Full time",92.20093914,"Labourers"
"Males",1994 Aug,"Other Labourers","Part time",31.49415941,"Labourers"
"Males",1994 Aug,"Other Technicians and Trades Workers","Full time",111.42967244,"Technicians and Trades Workers"
"Males",1994 Aug,"Other Technicians and Trades Workers","Part time",7.13929319,"Technicians and Trades Workers"
"Males",1994 Aug,"Personal Assistants and Secretaries","Full time",11.53933053,"Clerical and Administrative Workers"
"Males",1994 Aug,"Personal Assistants and Secretaries","Part time",1.30560812,"Clerical and Administrative Workers"
"Males",1994 Aug,"Protective Service Workers","Full time",75.11418531,"Community and Personal Service Workers"
"Males",1994 Aug,"Protective Service Workers","Part time",5.45124457,"Community and Personal Service Workers"
"Males",1994 Aug,"Road and Rail Drivers","Full time",183.8336473,"Machinery Operators and Drivers"
"Males",1994 Aug,"Road and Rail Drivers","Part time",25.50853168,"Machinery Operators and Drivers"
"Males",1994 Aug,"Sales Assistants and Salespersons","Full time",124.34328053,"Sales Workers"
"Males",1994 Aug,"Sales Assistants and Salespersons","Part time",49.49394458,"Sales Workers"
"Males",1994 Aug,"Sales Representatives and Agents","Full time",94.4208377,"Sales Workers"
"Males",1994 Aug,"Sales Representatives and Agents","Part time",7.35394264,"Sales Workers"
"Males",1994 Aug,"Sales Support Workers","Full time",23.24768966,"Sales Workers"
"Males",1994 Aug,"Sales Support Workers","Part time",14.34250091,"Sales Workers"
"Males",1994 Aug,"Skilled Animal and Horticultural Workers","Full time",53.40015055,"Technicians and Trades Workers"
"Males",1994 Aug,"Skilled Animal and Horticultural Workers","Part time",9.74455101,"Technicians and Trades Workers"
"Males",1994 Aug,"Specialist Managers","Full time",260.05882787,"Managers"
"Males",1994 Aug,"Specialist Managers","Part time",7.10305442,"Managers"
"Males",1994 Aug,"Sports and Personal Service Workers","Full time",15.65023023,"Community and Personal Service Workers"
"Males",1994 Aug,"Sports and Personal Service Workers","Part time",10.4523463,"Community and Personal Service Workers"
"Males",1994 Aug,"Storepersons","Full time",40.01827869,"Machinery Operators and Drivers"
"Males",1994 Aug,"Storepersons","Part time",11.5570449,"Machinery Operators and Drivers"
"Males",1994 Nov,"Arts and Media Professionals","Full time",28.70297424,"Professionals"
"Males",1994 Nov,"Arts and Media Professionals","Part time",7.23754227,"Professionals"
"Males",1994 Nov,"Automotive and Engineering Trades Workers","Full time",326.57945636,"Technicians and Trades Workers"
"Males",1994 Nov,"Automotive and Engineering Trades Workers","Part time",6.57750636,"Technicians and Trades Workers"
"Males",1994 Nov,"Business, Human Resource and Marketing Professionals","Full time",169.57659575,"Professionals"
"Males",1994 Nov,"Business, Human Resource and Marketing Professionals","Part time",12.86311045,"Professionals"
"Males",1994 Nov,"Carers and Aides","Full time",11.15487123,"Community and Personal Service Workers"
"Males",1994 Nov,"Carers and Aides","Part time",4.99415161,"Community and Personal Service Workers"
"Males",1994 Nov,"Chief Executives, General Managers and Legislators","Full time",40.98345948,"Managers"
"Males",1994 Nov,"Chief Executives, General Managers and Legislators","Part time",2.83164787,"Managers"
"Males",1994 Nov,"Cleaners and Laundry Workers","Full time",67.06068574,"Labourers"
"Males",1994 Nov,"Cleaners and Laundry Workers","Part time",40.28690938,"Labourers"
"Males",1994 Nov,"Clerical and Office Support Workers","Full time",56.16645817,"Sales Workers"
"Males",1994 Nov,"Clerical and Office Support Workers","Part time",7.1941448,"Sales Workers"
"Males",1994 Nov,"Construction Trades Workers","Full time",260.80570082,"Technicians and Trades Workers"
"Males",1994 Nov,"Construction Trades Workers","Part time",13.3935439,"Technicians and Trades Workers"
"Males",1994 Nov,"Construction and Mining Labourers","Full time",92.32709751,"Labourers"
"Males",1994 Nov,"Construction and Mining Labourers","Part time",7.63864064,"Labourers"
"Males",1994 Nov,"Design, Engineering, Science and Transport Professionals","Full time",161.94608717,"Professionals"
"Males",1994 Nov,"Design, Engineering, Science and Transport Professionals","Part time",6.85653641,"Professionals"
"Males",1994 Nov,"Education Professionals","Full time",119.1560295,"Professionals"
"Males",1994 Nov,"Education Professionals","Part time",15.9869606,"Professionals"
"Males",1994 Nov,"Electrotechnology and Telecommunications Trades Workers","Full time",153.04526454,"Technicians and Trades Workers"
"Males",1994 Nov,"Electrotechnology and Telecommunications Trades Workers","Part time",5.08118649,"Technicians and Trades Workers"
"Males",1994 Nov,"Engineering, ICT and Science Technicians","Full time",109.23943385,"Technicians and Trades Workers"
"Males",1994 Nov,"Engineering, ICT and Science Technicians","Part time",3.15033857,"Technicians and Trades Workers"
"Males",1994 Nov,"Factory Process Workers","Full time",155.59020626,"Labourers"
"Males",1994 Nov,"Factory Process Workers","Part time",16.20250953,"Labourers"
"Males",1994 Nov,"Farm, Forestry and Garden Workers","Full time",77.86755836,"Labourers"
"Males",1994 Nov,"Farm, Forestry and Garden Workers","Part time",24.57349536,"Labourers"
"Males",1994 Nov,"Farmers and Farm Managers","Full time",148.612447,"Managers"
"Males",1994 Nov,"Farmers and Farm Managers","Part time",10.32273684,"Managers"
"Males",1994 Nov,"Food Preparation Assistants","Full time",25.82755825,"Labourers"
"Males",1994 Nov,"Food Preparation Assistants","Part time",30.7834796,"Labourers"
"Males",1994 Nov,"Food Trades Workers","Full time",74.83022078,"Technicians and Trades Workers"
"Males",1994 Nov,"Food Trades Workers","Part time",8.34597442,"Technicians and Trades Workers"
"Males",1994 Nov,"General Clerical Workers","Full time",38.45049278,"Clerical and Administrative Workers"
"Males",1994 Nov,"General Clerical Workers","Part time",3.56156681,"Clerical and Administrative Workers"
"Males",1994 Nov,"Health Professionals","Full time",65.82345565,"Professionals"
"Males",1994 Nov,"Health Professionals","Part time",7.30607963,"Professionals"
"Males",1994 Nov,"Health and Welfare Support Workers","Full time",14.79904531,"Community and Personal Service Workers"
"Males",1994 Nov,"Health and Welfare Support Workers","Part time",2.34905219,"Community and Personal Service Workers"
"Males",1994 Nov,"Hospitality Workers","Full time",23.31573922,"Community and Personal Service Workers"
"Males",1994 Nov,"Hospitality Workers","Part time",21.53753856,"Community and Personal Service Workers"
"Males",1994 Nov,"Hospitality, Retail and Service Managers","Full time",211.54290724,"Managers"
"Males",1994 Nov,"Hospitality, Retail and Service Managers","Part time",15.95881866,"Managers"
"Males",1994 Nov,"ICT Professionals","Full time",73.51785241,"Professionals"
"Males",1994 Nov,"ICT Professionals","Part time",1.65057498,"Professionals"
"Males",1994 Nov,"Inquiry Clerks and Receptionists","Full time",23.82334431,"Clerical and Administrative Workers"
"Males",1994 Nov,"Inquiry Clerks and Receptionists","Part time",5.10705445,"Clerical and Administrative Workers"
"Males",1994 Nov,"Legal, Social and Welfare Professionals","Full time",48.39101371,"Professionals"
"Males",1994 Nov,"Legal, Social and Welfare Professionals","Part time",4.43223885,"Professionals"
"Males",1994 Nov,"Machine and Stationary Plant Operators","Full time",139.02097907,"Machinery Operators and Drivers"
"Males",1994 Nov,"Machine and Stationary Plant Operators","Part time",5.07999815,"Machinery Operators and Drivers"
"Males",1994 Nov,"Mobile Plant Operators","Full time",81.35245038,"Machinery Operators and Drivers"
"Males",1994 Nov,"Mobile Plant Operators","Part time",3.06479452,"Machinery Operators and Drivers"
"Males",1994 Nov,"Numerical Clerks","Full time",79.79260773,"Clerical and Administrative Workers"
"Males",1994 Nov,"Numerical Clerks","Part time",5.97600583,"Clerical and Administrative Workers"
"Males",1994 Nov,"Office Managers and Program Administrators","Full time",21.43430171,"Clerical and Administrative Workers"
"Males",1994 Nov,"Office Managers and Program Administrators","Part time",1.33192189,"Clerical and Administrative Workers"
"Males",1994 Nov,"Other Clerical and Administrative Workers","Full time",81.73565418,"Sales Workers"
"Males",1994 Nov,"Other Clerical and Administrative Workers","Part time",5.00978578,"Sales Workers"
"Males",1994 Nov,"Other Labourers","Full time",101.83304265,"Labourers"
"Males",1994 Nov,"Other Labourers","Part time",32.48596934,"Labourers"
"Males",1994 Nov,"Other Technicians and Trades Workers","Full time",113.63648151,"Technicians and Trades Workers"
"Males",1994 Nov,"Other Technicians and Trades Workers","Part time",5.0694663,"Technicians and Trades Workers"
"Males",1994 Nov,"Personal Assistants and Secretaries","Full time",10.30240835,"Clerical and Administrative Workers"
"Males",1994 Nov,"Personal Assistants and Secretaries","Part time",0.9826298,"Clerical and Administrative Workers"
"Males",1994 Nov,"Protective Service Workers","Full time",77.22831665,"Community and Personal Service Workers"
"Males",1994 Nov,"Protective Service Workers","Part time",4.49202888,"Community and Personal Service Workers"
"Males",1994 Nov,"Road and Rail Drivers","Full time",191.56910392,"Machinery Operators and Drivers"
"Males",1994 Nov,"Road and Rail Drivers","Part time",25.20276717,"Machinery Operators and Drivers"
"Males",1994 Nov,"Sales Assistants and Salespersons","Full time",125.31183888,"Sales Workers"
"Males",1994 Nov,"Sales Assistants and Salespersons","Part time",53.02509341,"Sales Workers"
"Males",1994 Nov,"Sales Representatives and Agents","Full time",99.09459862,"Sales Workers"
"Males",1994 Nov,"Sales Representatives and Agents","Part time",6.0745562,"Sales Workers"
"Males",1994 Nov,"Sales Support Workers","Full time",20.64669709,"Sales Workers"
"Males",1994 Nov,"Sales Support Workers","Part time",13.16499769,"Sales Workers"
"Males",1994 Nov,"Skilled Animal and Horticultural Workers","Full time",50.06662479,"Technicians and Trades Workers"
"Males",1994 Nov,"Skilled Animal and Horticultural Workers","Part time",12.88301409,"Technicians and Trades Workers"
"Males",1994 Nov,"Specialist Managers","Full time",250.50927703,"Managers"
"Males",1994 Nov,"Specialist Managers","Part time",7.08202547,"Managers"
"Males",1994 Nov,"Sports and Personal Service Workers","Full time",19.77646057,"Community and Personal Service Workers"
"Males",1994 Nov,"Sports and Personal Service Workers","Part time",10.26929407,"Community and Personal Service Workers"
"Males",1994 Nov,"Storepersons","Full time",41.5350205,"Machinery Operators and Drivers"
"Males",1994 Nov,"Storepersons","Part time",10.80556854,"Machinery Operators and Drivers"
"Males",1995 Feb,"Arts and Media Professionals","Full time",29.503883,"Professionals"
