"Month","Sex","Employment_status","Main_occupation","Count"
"2518",2006 Feb,"Males","Full time","Professionals",897.40471282
"2519",2006 Feb,"Males","Full time","Sales Workers",411.53571343
"2520",2006 Feb,"Males","Full time","Technicians and Trades Workers",1191.60497291
"2521",2006 Feb,"Males","Part time","Clerical and Administrative Workers",24.67802139
"2522",2006 Feb,"Males","Part time","Community and Personal Service Workers",78.80258015
"2523",2006 Feb,"Males","Part time","Labourers",205.35842172
"2524",2006 Feb,"Males","Part time","Machinery Operators and Drivers",65.55803581
"2525",2006 Feb,"Males","Part time","Managers",57.94020567
"2526",2006 Feb,"Males","Part time","Professionals",108.78418073
"2527",2006 Feb,"Males","Part time","Sales Workers",142.85524502
"2528",2006 Feb,"Males","Part time","Technicians and Trades Workers",107.27002243
"2529",2006 May,"Females","Full time","Clerical and Administrative Workers",598.83367893
"2530",2006 May,"Females","Full time","Community and Personal Service Workers",241.59997881
"2531",2006 May,"Females","Full time","Labourers",156.06454764
"2532",2006 May,"Females","Full time","Machinery Operators and Drivers",38.81217219
"2533",2006 May,"Females","Full time","Managers",320.94604652
"2534",2006 May,"Females","Full time","Professionals",673.43330623
"2535",2006 May,"Females","Full time","Sales Workers",305.21553731
"2536",2006 May,"Females","Full time","Technicians and Trades Workers",128.05616525
"2537",2006 May,"Females","Part time","Clerical and Administrative Workers",464.20920572
"2538",2006 May,"Females","Part time","Community and Personal Service Workers",356.36545658
"2539",2006 May,"Females","Part time","Labourers",230.93662678
"2540",2006 May,"Females","Part time","Machinery Operators and Drivers",30.93391277
"2541",2006 May,"Females","Part time","Managers",99.79525387
"2542",2006 May,"Females","Part time","Professionals",375.29013977
"2543",2006 May,"Females","Part time","Sales Workers",466.07627086
"2544",2006 May,"Females","Part time","Technicians and Trades Workers",76.69356392
"2545",2006 May,"Males","Full time","Clerical and Administrative Workers",173.90043482
"2546",2006 May,"Males","Full time","Community and Personal Service Workers",190.15250131
"2547",2006 May,"Males","Full time","Labourers",513.92875643
"2548",2006 May,"Males","Full time","Machinery Operators and Drivers",513.82360607
"2549",2006 May,"Males","Full time","Managers",781.31649899
"2550",2006 May,"Males","Full time","Professionals",906.56613685
"2551",2006 May,"Males","Full time","Sales Workers",400.65160004
"2552",2006 May,"Males","Full time","Technicians and Trades Workers",1214.48622565
"2553",2006 May,"Males","Part time","Clerical and Administrative Workers",27.30767499
"2554",2006 May,"Males","Part time","Community and Personal Service Workers",81.57856736
"2555",2006 May,"Males","Part time","Labourers",201.5379541
"2556",2006 May,"Males","Part time","Machinery Operators and Drivers",69.80750882
"2557",2006 May,"Males","Part time","Managers",53.47492386
"2558",2006 May,"Males","Part time","Professionals",118.85412229
"2559",2006 May,"Males","Part time","Sales Workers",158.01831275
"2560",2006 May,"Males","Part time","Technicians and Trades Workers",113.38918716
"2561",2006 Aug,"Females","Full time","Clerical and Administrative Workers",617.56238994
"2562",2006 Aug,"Females","Full time","Community and Personal Service Workers",233.78122411
"2563",2006 Aug,"Females","Full time","Labourers",165.55806826
"2564",2006 Aug,"Females","Full time","Machinery Operators and Drivers",37.31922681
"2565",2006 Aug,"Females","Full time","Managers",332.6259189
"2566",2006 Aug,"Females","Full time","Professionals",662.92873717
"2567",2006 Aug,"Females","Full time","Sales Workers",316.16826734
"2568",2006 Aug,"Females","Full time","Technicians and Trades Workers",128.82868037
"2569",2006 Aug,"Females","Part time","Clerical and Administrative Workers",433.37558668
"2570",2006 Aug,"Females","Part time","Community and Personal Service Workers",358.60975873
"2571",2006 Aug,"Females","Part time","Labourers",251.72311509
"2572",2006 Aug,"Females","Part time","Machinery Operators and Drivers",17.96152885
"2573",2006 Aug,"Females","Part time","Managers",88.12867173
"2574",2006 Aug,"Females","Part time","Professionals",364.42436664
"2575",2006 Aug,"Females","Part time","Sales Workers",469.92534189
"2576",2006 Aug,"Females","Part time","Technicians and Trades Workers",83.70973558
"2577",2006 Aug,"Males","Full time","Clerical and Administrative Workers",188.49217416
"2578",2006 Aug,"Males","Full time","Community and Personal Service Workers",178.91307055
"2579",2006 Aug,"Males","Full time","Labourers",488.21387376
"2580",2006 Aug,"Males","Full time","Machinery Operators and Drivers",540.96154667
"2581",2006 Aug,"Males","Full time","Managers",804.78305148
"2582",2006 Aug,"Males","Full time","Professionals",890.88616628
"2583",2006 Aug,"Males","Full time","Sales Workers",392.46247218
"2584",2006 Aug,"Males","Full time","Technicians and Trades Workers",1217.33752844
"2585",2006 Aug,"Males","Part time","Clerical and Administrative Workers",26.13299575
"2586",2006 Aug,"Males","Part time","Community and Personal Service Workers",86.2315597
"2587",2006 Aug,"Males","Part time","Labourers",242.9138971
"2588",2006 Aug,"Males","Part time","Machinery Operators and Drivers",64.76919366
"2589",2006 Aug,"Males","Part time","Managers",46.90248104
"2590",2006 Aug,"Males","Part time","Professionals",116.41006752
"2591",2006 Aug,"Males","Part time","Sales Workers",152.41314385
"2592",2006 Aug,"Males","Part time","Technicians and Trades Workers",105.31938875
"2593",2006 Nov,"Females","Full time","Clerical and Administrative Workers",624.35446958
"2594",2006 Nov,"Females","Full time","Community and Personal Service Workers",242.21397148
"2595",2006 Nov,"Females","Full time","Labourers",157.91903571
"2596",2006 Nov,"Females","Full time","Machinery Operators and Drivers",42.90742331
"2597",2006 Nov,"Females","Full time","Managers",352.97357524
"2598",2006 Nov,"Females","Full time","Professionals",695.02547346
"2599",2006 Nov,"Females","Full time","Sales Workers",306.89841778
"2600",2006 Nov,"Females","Full time","Technicians and Trades Workers",141.17961278
"2601",2006 Nov,"Females","Part time","Clerical and Administrative Workers",419.52570416
"2602",2006 Nov,"Females","Part time","Community and Personal Service Workers",360.20226565
"2603",2006 Nov,"Females","Part time","Labourers",254.32857706
"2604",2006 Nov,"Females","Part time","Machinery Operators and Drivers",20.50630491
"2605",2006 Nov,"Females","Part time","Managers",96.63813465
"2606",2006 Nov,"Females","Part time","Professionals",357.38824408
"2607",2006 Nov,"Females","Part time","Sales Workers",460.31081808
"2608",2006 Nov,"Females","Part time","Technicians and Trades Workers",79.96637582
"2609",2006 Nov,"Males","Full time","Clerical and Administrative Workers",193.49932488
"2610",2006 Nov,"Males","Full time","Community and Personal Service Workers",188.72581741
"2611",2006 Nov,"Males","Full time","Labourers",480.87658454
"2612",2006 Nov,"Males","Full time","Machinery Operators and Drivers",563.14681181
"2613",2006 Nov,"Males","Full time","Managers",811.37647393
"2614",2006 Nov,"Males","Full time","Professionals",874.68651991
"2615",2006 Nov,"Males","Full time","Sales Workers",390.35284166
"2616",2006 Nov,"Males","Full time","Technicians and Trades Workers",1240.99409115
"2617",2006 Nov,"Males","Part time","Clerical and Administrative Workers",28.3832319
"2618",2006 Nov,"Males","Part time","Community and Personal Service Workers",85.1384663
"2619",2006 Nov,"Males","Part time","Labourers",240.05422303
"2620",2006 Nov,"Males","Part time","Machinery Operators and Drivers",63.81705945
"2621",2006 Nov,"Males","Part time","Managers",52.08256289
"2622",2006 Nov,"Males","Part time","Professionals",118.35111571
"2623",2006 Nov,"Males","Part time","Sales Workers",156.3819293
"2624",2006 Nov,"Males","Part time","Technicians and Trades Workers",101.43958953
"2625",2007 Feb,"Females","Full time","Clerical and Administrative Workers",629.65885039
"2626",2007 Feb,"Females","Full time","Community and Personal Service Workers",260.39741102
"2627",2007 Feb,"Females","Full time","Labourers",163.7793655
"2628",2007 Feb,"Females","Full time","Machinery Operators and Drivers",45.85998913
"2629",2007 Feb,"Females","Full time","Managers",338.36273571
"2630",2007 Feb,"Females","Full time","Professionals",713.92086759
"2631",2007 Feb,"Females","Full time","Sales Workers",307.48847896
"2632",2007 Feb,"Females","Full time","Technicians and Trades Workers",135.7791145
"2633",2007 Feb,"Females","Part time","Clerical and Administrative Workers",423.6002535
"2634",2007 Feb,"Females","Part time","Community and Personal Service Workers",358.10995146
"2635",2007 Feb,"Females","Part time","Labourers",257.94275493
"2636",2007 Feb,"Females","Part time","Machinery Operators and Drivers",26.5819276
"2637",2007 Feb,"Females","Part time","Managers",94.80516171
"2638",2007 Feb,"Females","Part time","Professionals",328.7416053
"2639",2007 Feb,"Females","Part time","Sales Workers",449.66946927
"2640",2007 Feb,"Females","Part time","Technicians and Trades Workers",86.86908556
"2641",2007 Feb,"Males","Full time","Clerical and Administrative Workers",200.70009445
"2642",2007 Feb,"Males","Full time","Community and Personal Service Workers",198.56540012
"2643",2007 Feb,"Males","Full time","Labourers",509.60316504
"2644",2007 Feb,"Males","Full time","Machinery Operators and Drivers",561.00722519
"2645",2007 Feb,"Males","Full time","Managers",824.86145157
"2646",2007 Feb,"Males","Full time","Professionals",903.97854955
"2647",2007 Feb,"Males","Full time","Sales Workers",405.89288499
"2648",2007 Feb,"Males","Full time","Technicians and Trades Workers",1229.38178598
"2649",2007 Feb,"Males","Part time","Clerical and Administrative Workers",29.61016568
"2650",2007 Feb,"Males","Part time","Community and Personal Service Workers",85.36139893
"2651",2007 Feb,"Males","Part time","Labourers",231.09280512
"2652",2007 Feb,"Males","Part time","Machinery Operators and Drivers",71.18356424
"2653",2007 Feb,"Males","Part time","Managers",53.9538345
"2654",2007 Feb,"Males","Part time","Professionals",99.76668396
"2655",2007 Feb,"Males","Part time","Sales Workers",143.71753244
"2656",2007 Feb,"Males","Part time","Technicians and Trades Workers",106.73977522
"2657",2007 May,"Females","Full time","Clerical and Administrative Workers",621.99575241
"2658",2007 May,"Females","Full time","Community and Personal Service Workers",264.79120043
"2659",2007 May,"Females","Full time","Labourers",149.89552268
"2660",2007 May,"Females","Full time","Machinery Operators and Drivers",44.44002255
"2661",2007 May,"Females","Full time","Managers",337.78641925
"2662",2007 May,"Females","Full time","Professionals",724.35009065
"2663",2007 May,"Females","Full time","Sales Workers",311.90686674
"2664",2007 May,"Females","Full time","Technicians and Trades Workers",138.1361811
"2665",2007 May,"Females","Part time","Clerical and Administrative Workers",450.09402103
"2666",2007 May,"Females","Part time","Community and Personal Service Workers",371.63888151
"2667",2007 May,"Females","Part time","Labourers",253.22438139
"2668",2007 May,"Females","Part time","Machinery Operators and Drivers",21.01276645
"2669",2007 May,"Females","Part time","Managers",96.11175107
"2670",2007 May,"Females","Part time","Professionals",361.2291088
"2671",2007 May,"Females","Part time","Sales Workers",458.95264866
"2672",2007 May,"Females","Part time","Technicians and Trades Workers",87.59893146
"2673",2007 May,"Males","Full time","Clerical and Administrative Workers",194.95467918
"2674",2007 May,"Males","Full time","Community and Personal Service Workers",202.37816589
"2675",2007 May,"Males","Full time","Labourers",508.57311657
"2676",2007 May,"Males","Full time","Machinery Operators and Drivers",562.75504901
"2677",2007 May,"Males","Full time","Managers",829.37474454
"2678",2007 May,"Males","Full time","Professionals",921.26024707
"2679",2007 May,"Males","Full time","Sales Workers",397.05943438
"2680",2007 May,"Males","Full time","Technicians and Trades Workers",1242.54758677
"2681",2007 May,"Males","Part time","Clerical and Administrative Workers",33.16402852
"2682",2007 May,"Males","Part time","Community and Personal Service Workers",90.83578365
"2683",2007 May,"Males","Part time","Labourers",225.91751548
"2684",2007 May,"Males","Part time","Machinery Operators and Drivers",79.78555552
"2685",2007 May,"Males","Part time","Managers",51.79946849
"2686",2007 May,"Males","Part time","Professionals",112.69946727
"2687",2007 May,"Males","Part time","Sales Workers",144.24094624
"2688",2007 May,"Males","Part time","Technicians and Trades Workers",121.49700888
"2689",2007 Aug,"Females","Full time","Clerical and Administrative Workers",621.5875848
"2690",2007 Aug,"Females","Full time","Community and Personal Service Workers",265.78744993
"2691",2007 Aug,"Females","Full time","Labourers",150.36684706
"2692",2007 Aug,"Females","Full time","Machinery Operators and Drivers",47.7152948
"2693",2007 Aug,"Females","Full time","Managers",345.74510645
"2694",2007 Aug,"Females","Full time","Professionals",714.33137677
"2695",2007 Aug,"Females","Full time","Sales Workers",298.65962424
"2696",2007 Aug,"Females","Full time","Technicians and Trades Workers",136.9409345
"2697",2007 Aug,"Females","Part time","Clerical and Administrative Workers",449.787838
"2698",2007 Aug,"Females","Part time","Community and Personal Service Workers",347.62212186
"2699",2007 Aug,"Females","Part time","Labourers",255.77401564
"2700",2007 Aug,"Females","Part time","Machinery Operators and Drivers",22.63118258
"2701",2007 Aug,"Females","Part time","Managers",102.92741407
"2702",2007 Aug,"Females","Part time","Professionals",383.83761905
"2703",2007 Aug,"Females","Part time","Sales Workers",459.40586974
"2704",2007 Aug,"Females","Part time","Technicians and Trades Workers",83.78388025
"2705",2007 Aug,"Males","Full time","Clerical and Administrative Workers",184.52297644
"2706",2007 Aug,"Males","Full time","Community and Personal Service Workers",195.93194644
"2707",2007 Aug,"Males","Full time","Labourers",501.43034483
"2708",2007 Aug,"Males","Full time","Machinery Operators and Drivers",577.67368214
"2709",2007 Aug,"Males","Full time","Managers",840.30378381
"2710",2007 Aug,"Males","Full time","Professionals",911.58636386
"2711",2007 Aug,"Males","Full time","Sales Workers",397.06625328
"2712",2007 Aug,"Males","Full time","Technicians and Trades Workers",1248.04546118
"2713",2007 Aug,"Males","Part time","Clerical and Administrative Workers",32.41631052
"2714",2007 Aug,"Males","Part time","Community and Personal Service Workers",81.96117384
"2715",2007 Aug,"Males","Part time","Labourers",232.88879073
"2716",2007 Aug,"Males","Part time","Machinery Operators and Drivers",65.6999057
"2717",2007 Aug,"Males","Part time","Managers",61.56666005
"2718",2007 Aug,"Males","Part time","Professionals",119.81393359
"2719",2007 Aug,"Males","Part time","Sales Workers",151.98291559
"2720",2007 Aug,"Males","Part time","Technicians and Trades Workers",116.60287971
"2721",2007 Nov,"Females","Full time","Clerical and Administrative Workers",627.55062378
"2722",2007 Nov,"Females","Full time","Community and Personal Service Workers",272.67353379
"2723",2007 Nov,"Females","Full time","Labourers",152.924731
"2724",2007 Nov,"Females","Full time","Machinery Operators and Drivers",42.89680891
"2725",2007 Nov,"Females","Full time","Managers",366.87473152
"2726",2007 Nov,"Females","Full time","Professionals",736.22163298
"2727",2007 Nov,"Females","Full time","Sales Workers",321.39439461
"2728",2007 Nov,"Females","Full time","Technicians and Trades Workers",141.15324529
"2729",2007 Nov,"Females","Part time","Clerical and Administrative Workers",454.62270497
"2730",2007 Nov,"Females","Part time","Community and Personal Service Workers",331.66348955
"2731",2007 Nov,"Females","Part time","Labourers",259.80740683
"2732",2007 Nov,"Females","Part time","Machinery Operators and Drivers",22.89379975
"2733",2007 Nov,"Females","Part time","Managers",106.89030181
"2734",2007 Nov,"Females","Part time","Professionals",367.54199333
"2735",2007 Nov,"Females","Part time","Sales Workers",472.40611583
"2736",2007 Nov,"Females","Part time","Technicians and Trades Workers",88.15880446
"2737",2007 Nov,"Males","Full time","Clerical and Administrative Workers",181.67350414
"2738",2007 Nov,"Males","Full time","Community and Personal Service Workers",194.9915389
"2739",2007 Nov,"Males","Full time","Labourers",509.28572086
"2740",2007 Nov,"Males","Full time","Machinery Operators and Drivers",598.26211807
"2741",2007 Nov,"Males","Full time","Managers",839.08713587
"2742",2007 Nov,"Males","Full time","Professionals",929.29135368
"2743",2007 Nov,"Males","Full time","Sales Workers",394.14559878
"2744",2007 Nov,"Males","Full time","Technicians and Trades Workers",1266.03778705
"2745",2007 Nov,"Males","Part time","Clerical and Administrative Workers",29.55626848
"2746",2007 Nov,"Males","Part time","Community and Personal Service Workers",89.70431959
"2747",2007 Nov,"Males","Part time","Labourers",222.16803132
"2748",2007 Nov,"Males","Part time","Machinery Operators and Drivers",67.07407381
"2749",2007 Nov,"Males","Part time","Managers",57.33679271
"2750",2007 Nov,"Males","Part time","Professionals",131.05852014
"2751",2007 Nov,"Males","Part time","Sales Workers",145.92308518
"2752",2007 Nov,"Males","Part time","Technicians and Trades Workers",113.82988103
"2753",2008 Feb,"Females","Full time","Clerical and Administrative Workers",641.39124166
"2754",2008 Feb,"Females","Full time","Community and Personal Service Workers",260.28794923
"2755",2008 Feb,"Females","Full time","Labourers",158.24879623
"2756",2008 Feb,"Females","Full time","Machinery Operators and Drivers",43.11500191
"2757",2008 Feb,"Females","Full time","Managers",365.57476586
"2758",2008 Feb,"Females","Full time","Professionals",772.39269171
"2759",2008 Feb,"Females","Full time","Sales Workers",320.28330321
"2760",2008 Feb,"Females","Full time","Technicians and Trades Workers",146.38965791
"2761",2008 Feb,"Females","Part time","Clerical and Administrative Workers",435.30321969
"2762",2008 Feb,"Females","Part time","Community and Personal Service Workers",352.71124433
"2763",2008 Feb,"Females","Part time","Labourers",261.72446638
"2764",2008 Feb,"Females","Part time","Machinery Operators and Drivers",22.66884453
"2765",2008 Feb,"Females","Part time","Managers",97.92365215
"2766",2008 Feb,"Females","Part time","Professionals",370.73877468
"2767",2008 Feb,"Females","Part time","Sales Workers",451.13535612
"2768",2008 Feb,"Females","Part time","Technicians and Trades Workers",83.44717829
"2769",2008 Feb,"Males","Full time","Clerical and Administrative Workers",210.59128862
"2770",2008 Feb,"Males","Full time","Community and Personal Service Workers",201.8053404
"2771",2008 Feb,"Males","Full time","Labourers",517.91075346
"2772",2008 Feb,"Males","Full time","Machinery Operators and Drivers",565.83808117
"2773",2008 Feb,"Males","Full time","Managers",824.89418445
"2774",2008 Feb,"Males","Full time","Professionals",949.34858053
"2775",2008 Feb,"Males","Full time","Sales Workers",403.50527948
"2776",2008 Feb,"Males","Full time","Technicians and Trades Workers",1303.16664182
"2777",2008 Feb,"Males","Part time","Clerical and Administrative Workers",29.45868366
"2778",2008 Feb,"Males","Part time","Community and Personal Service Workers",83.03364292
"2779",2008 Feb,"Males","Part time","Labourers",223.11311187
"2780",2008 Feb,"Males","Part time","Machinery Operators and Drivers",66.88152879
"2781",2008 Feb,"Males","Part time","Managers",61.53454589
"2782",2008 Feb,"Males","Part time","Professionals",128.81704536
"2783",2008 Feb,"Males","Part time","Sales Workers",154.71795379
"2784",2008 Feb,"Males","Part time","Technicians and Trades Workers",114.95383864
"2785",2008 May,"Females","Full time","Clerical and Administrative Workers",641.25991244
"2786",2008 May,"Females","Full time","Community and Personal Service Workers",262.68931867
"2787",2008 May,"Females","Full time","Labourers",150.50574966
"2788",2008 May,"Females","Full time","Machinery Operators and Drivers",49.5704008
"2789",2008 May,"Females","Full time","Managers",370.28270438
"2790",2008 May,"Females","Full time","Professionals",755.66662655
"2791",2008 May,"Females","Full time","Sales Workers",307.82010139
"2792",2008 May,"Females","Full time","Technicians and Trades Workers",134.20756706
"2793",2008 May,"Females","Part time","Clerical and Administrative Workers",445.57346004
"2794",2008 May,"Females","Part time","Community and Personal Service Workers",393.02743521
"2795",2008 May,"Females","Part time","Labourers",263.13893574
"2796",2008 May,"Females","Part time","Machinery Operators and Drivers",24.75448979
"2797",2008 May,"Females","Part time","Managers",103.0272277
"2798",2008 May,"Females","Part time","Professionals",384.85230663
"2799",2008 May,"Females","Part time","Sales Workers",470.85201279
"2800",2008 May,"Females","Part time","Technicians and Trades Workers",81.3392273
"2801",2008 May,"Males","Full time","Clerical and Administrative Workers",186.85216421
"2802",2008 May,"Males","Full time","Community and Personal Service Workers",194.96842622
"2803",2008 May,"Males","Full time","Labourers",513.34208872
"2804",2008 May,"Males","Full time","Machinery Operators and Drivers",572.01944566
"2805",2008 May,"Males","Full time","Managers",838.69708444
"2806",2008 May,"Males","Full time","Professionals",944.39592282
"2807",2008 May,"Males","Full time","Sales Workers",414.96032614
"2808",2008 May,"Males","Full time","Technicians and Trades Workers",1276.32766022
"2809",2008 May,"Males","Part time","Clerical and Administrative Workers",23.9212916
"2810",2008 May,"Males","Part time","Community and Personal Service Workers",90.71058162
"2811",2008 May,"Males","Part time","Labourers",243.48488152
"2812",2008 May,"Males","Part time","Machinery Operators and Drivers",75.75840191
"2813",2008 May,"Males","Part time","Managers",61.76018166
"2814",2008 May,"Males","Part time","Professionals",131.40963426
"2815",2008 May,"Males","Part time","Sales Workers",164.78070628
"2816",2008 May,"Males","Part time","Technicians and Trades Workers",118.35008304
"2817",2008 Aug,"Females","Full time","Clerical and Administrative Workers",640.83781954
"2818",2008 Aug,"Females","Full time","Community and Personal Service Workers",257.93937986
"2819",2008 Aug,"Females","Full time","Labourers",153.84196342
"2820",2008 Aug,"Females","Full time","Machinery Operators and Drivers",48.61858872
"2821",2008 Aug,"Females","Full time","Managers",376.98472428
"2822",2008 Aug,"Females","Full time","Professionals",760.06822049
"2823",2008 Aug,"Females","Full time","Sales Workers",304.23821899
"2824",2008 Aug,"Females","Full time","Technicians and Trades Workers",130.34116023
"2825",2008 Aug,"Females","Part time","Clerical and Administrative Workers",444.27466492
"2826",2008 Aug,"Females","Part time","Community and Personal Service Workers",375.6829576
"2827",2008 Aug,"Females","Part time","Labourers",254.74615553
"2828",2008 Aug,"Females","Part time","Machinery Operators and Drivers",25.22391347
"2829",2008 Aug,"Females","Part time","Managers",105.44869389
"2830",2008 Aug,"Females","Part time","Professionals",404.4934352
"2831",2008 Aug,"Females","Part time","Sales Workers",477.71551449
"2832",2008 Aug,"Females","Part time","Technicians and Trades Workers",87.78524996
"2833",2008 Aug,"Males","Full time","Clerical and Administrative Workers",184.07194433
"2834",2008 Aug,"Males","Full time","Community and Personal Service Workers",195.20772573
"2835",2008 Aug,"Males","Full time","Labourers",507.73475676
"2836",2008 Aug,"Males","Full time","Machinery Operators and Drivers",572.7846644
"2837",2008 Aug,"Males","Full time","Managers",864.1651721
"2838",2008 Aug,"Males","Full time","Professionals",961.89995028
"2839",2008 Aug,"Males","Full time","Sales Workers",417.39648073
"2840",2008 Aug,"Males","Full time","Technicians and Trades Workers",1308.50602718
"2841",2008 Aug,"Males","Part time","Clerical and Administrative Workers",26.89438803
"2842",2008 Aug,"Males","Part time","Community and Personal Service Workers",89.42191026
"2843",2008 Aug,"Males","Part time","Labourers",224.48769333
"2844",2008 Aug,"Males","Part time","Machinery Operators and Drivers",76.11994647
"2845",2008 Aug,"Males","Part time","Managers",53.54871028
"2846",2008 Aug,"Males","Part time","Professionals",122.49830407
"2847",2008 Aug,"Males","Part time","Sales Workers",143.26135447
"2848",2008 Aug,"Males","Part time","Technicians and Trades Workers",114.20144873
"2849",2008 Nov,"Females","Full time","Clerical and Administrative Workers",619.64375137
"2850",2008 Nov,"Females","Full time","Community and Personal Service Workers",272.87678469
"2851",2008 Nov,"Females","Full time","Labourers",162.8746075
"2852",2008 Nov,"Females","Full time","Machinery Operators and Drivers",51.62638787
"2853",2008 Nov,"Females","Full time","Managers",365.18660259
"2854",2008 Nov,"Females","Full time","Professionals",765.76397816
"2855",2008 Nov,"Females","Full time","Sales Workers",320.7496307
"2856",2008 Nov,"Females","Full time","Technicians and Trades Workers",140.76967117
"2857",2008 Nov,"Females","Part time","Clerical and Administrative Workers",452.26168256
"2858",2008 Nov,"Females","Part time","Community and Personal Service Workers",375.46618132
"2859",2008 Nov,"Females","Part time","Labourers",255.03561003
"2860",2008 Nov,"Females","Part time","Machinery Operators and Drivers",22.63450739
"2861",2008 Nov,"Females","Part time","Managers",103.66922255
"2862",2008 Nov,"Females","Part time","Professionals",392.27699326
"2863",2008 Nov,"Females","Part time","Sales Workers",494.75690933
"2864",2008 Nov,"Females","Part time","Technicians and Trades Workers",81.20976064
"2865",2008 Nov,"Males","Full time","Clerical and Administrative Workers",190.0191153
"2866",2008 Nov,"Males","Full time","Community and Personal Service Workers",210.36012277
"2867",2008 Nov,"Males","Full time","Labourers",509.26976175
"2868",2008 Nov,"Males","Full time","Machinery Operators and Drivers",588.26767839
"2869",2008 Nov,"Males","Full time","Managers",819.3162714
"2870",2008 Nov,"Males","Full time","Professionals",975.56508978
"2871",2008 Nov,"Males","Full time","Sales Workers",413.28577424
"2872",2008 Nov,"Males","Full time","Technicians and Trades Workers",1311.63759331
"2873",2008 Nov,"Males","Part time","Clerical and Administrative Workers",27.14715735
"2874",2008 Nov,"Males","Part time","Community and Personal Service Workers",97.17269651
"2875",2008 Nov,"Males","Part time","Labourers",236.76167925
"2876",2008 Nov,"Males","Part time","Machinery Operators and Drivers",73.28650831
"2877",2008 Nov,"Males","Part time","Managers",58.96189336
"2878",2008 Nov,"Males","Part time","Professionals",112.58965968
"2879",2008 Nov,"Males","Part time","Sales Workers",145.90791245
"2880",2008 Nov,"Males","Part time","Technicians and Trades Workers",110.99344125
"2881",2009 Feb,"Females","Full time","Clerical and Administrative Workers",640.24024858
"2882",2009 Feb,"Females","Full time","Community and Personal Service Workers",285.44201552
"2883",2009 Feb,"Females","Full time","Labourers",155.30712819
"2884",2009 Feb,"Females","Full time","Machinery Operators and Drivers",40.93286823
"2885",2009 Feb,"Females","Full time","Managers",361.28228269
"2886",2009 Feb,"Females","Full time","Professionals",772.32239082
"2887",2009 Feb,"Females","Full time","Sales Workers",323.71598688
"2888",2009 Feb,"Females","Full time","Technicians and Trades Workers",145.34747498
"2889",2009 Feb,"Females","Part time","Clerical and Administrative Workers",453.09039561
"2890",2009 Feb,"Females","Part time","Community and Personal Service Workers",393.1093868
"2891",2009 Feb,"Females","Part time","Labourers",261.28648925
"2892",2009 Feb,"Females","Part time","Machinery Operators and Drivers",23.08933463
"2893",2009 Feb,"Females","Part time","Managers",108.74071195
"2894",2009 Feb,"Females","Part time","Professionals",363.26594313
"2895",2009 Feb,"Females","Part time","Sales Workers",494.10136563
"2896",2009 Feb,"Females","Part time","Technicians and Trades Workers",88.65278615
"2897",2009 Feb,"Males","Full time","Clerical and Administrative Workers",197.42262765
"2898",2009 Feb,"Males","Full time","Community and Personal Service Workers",198.53311268
"2899",2009 Feb,"Males","Full time","Labourers",492.85798401
"2900",2009 Feb,"Males","Full time","Machinery Operators and Drivers",576.40406817
"2901",2009 Feb,"Males","Full time","Managers",845.69008885
"2902",2009 Feb,"Males","Full time","Professionals",977.38501631
"2903",2009 Feb,"Males","Full time","Sales Workers",384.54747301
"2904",2009 Feb,"Males","Full time","Technicians and Trades Workers",1312.54749284
"2905",2009 Feb,"Males","Part time","Clerical and Administrative Workers",27.62331244
"2906",2009 Feb,"Males","Part time","Community and Personal Service Workers",85.34120664
"2907",2009 Feb,"Males","Part time","Labourers",242.15928266
"2908",2009 Feb,"Males","Part time","Machinery Operators and Drivers",70.36960355
"2909",2009 Feb,"Males","Part time","Managers",58.96709682
"2910",2009 Feb,"Males","Part time","Professionals",123.33171287
"2911",2009 Feb,"Males","Part time","Sales Workers",154.04627809
"2912",2009 Feb,"Males","Part time","Technicians and Trades Workers",119.57564407
"2913",2009 May,"Females","Full time","Clerical and Administrative Workers",621.8358328
"2914",2009 May,"Females","Full time","Community and Personal Service Workers",272.35233825
"2915",2009 May,"Females","Full time","Labourers",161.98840639
"2916",2009 May,"Females","Full time","Machinery Operators and Drivers",38.32154931
"2917",2009 May,"Females","Full time","Managers",379.8496971
"2918",2009 May,"Females","Full time","Professionals",765.61667702
"2919",2009 May,"Females","Full time","Sales Workers",329.24677583
"2920",2009 May,"Females","Full time","Technicians and Trades Workers",140.56285039
"2921",2009 May,"Females","Part time","Clerical and Administrative Workers",469.2764329
"2922",2009 May,"Females","Part time","Community and Personal Service Workers",420.9368201
"2923",2009 May,"Females","Part time","Labourers",251.90167278
"2924",2009 May,"Females","Part time","Machinery Operators and Drivers",15.47105766
"2925",2009 May,"Females","Part time","Managers",105.42794412
"2926",2009 May,"Females","Part time","Professionals",385.59427682
"2927",2009 May,"Females","Part time","Sales Workers",491.02428462
"2928",2009 May,"Females","Part time","Technicians and Trades Workers",89.66614631
"2929",2009 May,"Males","Full time","Clerical and Administrative Workers",195.60851746
"2930",2009 May,"Males","Full time","Community and Personal Service Workers",213.44648809
"2931",2009 May,"Males","Full time","Labourers",473.85581044
"2932",2009 May,"Males","Full time","Machinery Operators and Drivers",560.16192924
"2933",2009 May,"Males","Full time","Managers",862.50554643
"2934",2009 May,"Males","Full time","Professionals",940.10493873
"2935",2009 May,"Males","Full time","Sales Workers",384.79452397
"2936",2009 May,"Males","Full time","Technicians and Trades Workers",1262.55162047
